ram_free,swap_free,disk_free,cpu_idle,loadavg1 ,loadavg2 ,loadavg3 ,decision
3459,2134,6761,82,0.11296863072878993,0.34795975795325473,0.04363882413107756,0
3592,2225,12636,56,0.3888741299914693,0.3752980494575438,0.25626009166042035,0
3098,2150,28838,55,0.4849914950538104,0.01681687046030329,0.07739297095425411,0
3917,1577,27831,90,0.39781512907727806,0.3166751752472858,0.28992233976004284,0
2385,2397,14540,97,0.48482103174701113,0.3054916285599881,0.20279502640777794,0
3928,2341,30937,66,0.07118145337378257,0.11509578026588514,0.07873287880447512,0
3765,1742,19165,56,0.2788997573401038,0.3600769780239121,0.2734124116300695,0
2496,2249,17068,78,0.24544679827185095,0.2109111555963065,0.20970951165745164,0
2790,2208,12606,74,0.15197551914773377,0.08588705060897982,0.12464621803092352,0
3228,2495,17588,74,0.0380418955703995,0.07188784493538299,0.24550819720095618,0
3327,1652,25813,93,0.25291594289524527,0.21883062534874012,0.21382416257254594,0
2236,2147,13466,90,0.2616130881561595,0.16480550101395966,0.03128232128058923,0
3341,1868,14942,95,0.0840789205010129,0.18057804762631197,0.23725094546627756,0
2132,1846,45989,81,0.45877719589792687,0.20660049308673584,0.12025452054804743,0
3102,2008,45319,90,0.19894226659493786,0.0653054693184386,0.26261218707531403,0
2746,1620,44160,79,0.13358049227466395,0.03289769697430205,0.15489094671468265,0
3517,1653,35349,76,0.3720258767877454,0.08353939277584597,0.29341666499892755,0
2524,2236,41959,94,0.43929191641249554,0.27829719934138064,0.09843994748874353,0
2798,2486,18669,76,0.02483718665221929,0.3510784184715867,0.23576316363452213,0
3952,2023,36195,50,0.20734950060265156,0.23336098503913005,0.015533970813522412,0
3123,1786,35197,53,0.35748016979930797,0.15240847400416452,0.1535280360991639,0
2437,1628,8994,95,0.3313767909448562,0.2622102224586124,0.018156086596780883,0
3883,2195,21426,70,0.3152063622652011,0.34744554452336285,0.25206413905620684,0
3941,1830,5720,93,0.09082756234348921,0.13355706653443128,0.19435232750854228,0
2695,1600,23185,75,0.02204734767702282,0.1295066201230229,0.27882832807692776,0
2053,2112,21165,82,0.2789450249177913,0.16736241094606938,0.2695925256913728,0
2002,2313,5099,68,0.18603567103236557,0.03143081796221581,0.057454562650559635,0
2502,1787,14708,55,0.37646236801878796,0.026501387354475183,0.011368616150456423,0
3105,2019,25130,78,0.44084986407001187,0.3624389524440762,0.2847074315751201,0
3908,2443,18247,94,0.3011126463309668,0.03219503028130708,0.2267660738857358,0
2685,1786,29972,84,0.25961555234624933,0.10993388377869194,0.2995196856300558,0
2145,2386,28218,99,0.11928204292690325,0.23475744177620267,0.008865903850994372,0
2824,1643,19403,60,0.20732761942989247,0.043261731927889985,0.1115012263175005,0
2907,1530,16903,98,0.17001585252960472,0.03006814456240461,0.1202279666083341,0
3957,2098,49417,81,0.2372176947196336,0.22202553040285788,0.012178282407643714,0
3023,1616,8037,56,0.2611053972145977,0.24824538589244538,0.2956273180100679,0
3798,1992,25279,57,0.3248314871119892,0.3143151032527449,0.12501674333939908,0
2697,2300,14586,58,0.2040261170709814,0.38836044444237383,0.06570050718469413,0
3013,2439,9193,90,0.2271462255200813,0.13789380688610944,0.27705976660088233,0
3699,2211,42324,94,0.1351604444203266,0.30392853846027856,0.10682728607223353,0
3627,1902,23199,55,0.212270412832759,0.237635587195254,0.22649021077241333,0
3847,2456,9892,61,0.37527387298509257,0.27931860034637784,0.28247300902808414,0
2582,1550,33836,96,0.49845467313455216,0.07748616207695745,0.21497573154071237,0
3233,1857,11415,82,0.03324361232821066,0.10760093621131431,0.12772743540370532,0
2482,1732,46639,97,0.25974221201930286,0.028442293502489682,0.12469643380485407,0
3424,2353,32284,53,0.4041264887101252,0.17656964253985505,0.18723950040749648,0
2666,1846,41195,50,0.4352522809074813,0.39277872784835927,0.0922514223264176,0
3203,2179,19616,100,0.054624020716070754,0.2817747954770509,0.02605918826175364,0
2554,1762,31898,51,0.22128946701416347,0.08757789603623573,0.1846691044986799,0
2565,2090,22110,66,0.426953925758145,0.2694349506579296,0.23157437579093687,0
3828,2142,24880,70,0.10333257059978695,0.34241134156607167,0.1973776369710218,0
3948,2049,37692,73,0.07370092414824136,0.05473088762947662,0.17290131838825817,0
2099,1996,44191,70,0.4241961636847599,0.35228703620788626,0.08520368168158181,0
3865,1611,13502,92,0.2509140730729602,0.040818549471283966,0.18917308948239211,0
2467,2343,41904,84,0.36996723384699814,0.13945723679054475,0.1440679100534201,0
2090,2297,16537,86,0.05620764959680996,0.259521165438,0.1603788898184405,0
3012,2167,31977,72,0.38362494958423493,0.016199658078426316,0.19306324002926784,0
3336,1601,7530,56,0.48737030863578323,0.11677349366951897,0.09096809519076603,0
3044,1518,40056,99,0.06771914775014287,0.16486927556952022,0.14994604989577026,0
2485,2194,24469,70,0.4669410463571118,0.08067557349560439,0.0773036334556054,0
3864,1856,5841,87,0.12488495945504619,0.244630098937635,0.2719032955130553,0
3070,1876,49343,94,0.45085806477097795,0.014934692723927468,0.04540015430571826,0
2223,1883,27713,74,0.012321131217659265,0.12214966750338596,0.17743905793933726,0
3147,1837,28687,64,0.3852190510172371,0.03857967838284857,0.17901856796138613,0
2086,1726,47756,85,0.3889100299421129,0.009928208911269554,0.19033900366687126,0
2984,2172,20121,91,0.31500748378637855,0.016871869823968443,0.08654304590563174,0
3580,1992,35949,87,0.44100706686098,0.16586645449834153,0.21528875793883046,0
2077,1695,5370,87,0.023055131731244016,0.13443504584898586,0.11458168904672605,0
3104,2147,27632,56,0.45731397363469695,0.39201983626955744,0.2366800642001798,0
2049,2385,49942,63,0.3657570419139947,0.12710190282265868,0.08435630569450132,0
3882,2147,32146,69,0.4848975851465389,0.2570840245484992,0.1947646756454428,0
2666,2076,13188,100,0.054422706172751856,0.34726220813072617,0.2686428884775486,0
3122,1897,15834,92,0.3647954750499113,0.358114165604637,0.08478415220001391,0
3195,2209,24775,69,0.43005626110818956,0.342735264330841,0.02202535654730099,0
3299,1996,17110,62,0.3030311357587887,0.30840375717178237,0.24979106831067402,0
3114,2271,9312,99,0.1688339235579141,0.2430138564649849,0.23738410337321209,0
3419,1791,11654,57,0.15457166241527814,0.21212537472729892,0.2840372973319663,0
2652,1828,9880,75,0.40588351842563836,0.2321843647186567,0.001773262082581395,0
2898,2316,39772,78,0.39048677614984173,0.11103828393053493,0.09950318750079175,0
2171,2034,49362,51,0.13994549507148996,0.272192413165428,0.2929865345144091,0
3757,2335,13608,91,0.2027991407166077,0.3311299179202114,0.1938098763148812,0
3597,2127,17987,85,0.40859459304984386,0.12351646112384827,0.12915842425094295,0
2591,2363,9733,57,0.43001380891368557,0.3345605319808305,0.14114936134587727,0
2087,1960,37501,70,0.20773981042782586,0.3985829195240731,0.287048611415126,0
3110,1899,47337,96,0.049853315987423985,0.21444087269665799,0.11478480477159297,0
2496,1516,44635,78,0.4557129388004274,0.011231777650023611,0.2619259962541407,0
3703,2397,36142,53,0.2710143248107976,0.17850497843966215,0.2117365289876941,0
3688,2037,23715,57,0.3802014518508453,0.18022729948642047,0.16553052210805047,0
2491,1756,13944,52,0.02697201997420734,0.28631698281482404,0.07660167469211457,0
2614,1507,26875,91,0.1732051107560938,0.3836877047096369,0.16399963114610416,0
2307,2204,45011,75,0.4376372369355349,0.27928085499905453,0.00217239893115998,0
3999,2193,33251,98,0.3163949409662381,0.37887836772035155,0.18830001359010537,0
3395,2034,18222,96,0.47404292455878405,0.09417968281081888,0.12446533156061557,0
3314,1551,12069,68,0.43206485834684727,0.36030609166456573,0.21054795902134263,0
2523,2338,16319,98,0.3136158125195449,0.29295586353857306,0.2568782902766018,0
3251,2425,10025,73,0.08387879558680733,0.12384233830455967,0.07494193514569539,0
3882,2077,17837,54,0.1346175852628898,0.14436520424602675,0.08507688846687679,0
2868,1952,34323,84,0.4559737152254765,0.3807247589609417,0.19239207696278463,0
2438,1590,11157,77,0.33217103245661406,0.16407169359698603,0.2839091840059679,0
2021,2343,22731,66,0.12112637507095692,0.25612556521116914,0.16194871663807955,0
3165,1791,13353,87,0.052848663912638816,0.007490910636661807,0.19092241657843442,0
3518,2424,38880,72,0.49837946353146023,0.12118289684884959,0.18853931946953872,0
2902,2114,15225,63,0.33470697401765825,0.34496883058641115,0.23131933447741929,0
3531,2462,36048,84,0.24870734423641394,0.16958609513384848,0.03665600880322245,0
2104,2223,6237,99,0.25706616909201635,0.06980478002432987,0.20276317271685285,0
3197,2115,19944,50,0.42881763206784546,0.005848166435906999,0.1364148986444982,0
3547,2130,41482,54,0.20980897281385874,0.34031576957487364,0.021836442943356658,0
3297,1965,7106,76,0.33479918638812733,0.33138665332008826,0.24751511575620483,0
3665,2473,9992,60,0.2512868381739367,0.3906251286920144,0.07592251072995271,0
2662,2404,45524,88,0.3183644663533205,0.34776787018834027,0.22778924354647334,0
2948,2094,12564,53,0.016571199758761868,0.19651089508324007,0.27694388238910206,0
3159,1679,15660,87,0.03844810220325884,0.2530105789802399,0.26311373332190374,0
3577,2122,20752,88,0.019026510928539464,0.22097008569814847,0.18716204237410075,0
2060,1816,43645,73,0.24312542115418878,0.28910759993880436,0.20643184818902727,0
3347,1807,20199,98,0.055141842564752463,0.3799330655752254,0.009085796023331982,0
3595,1872,45364,100,0.04959188243871787,0.009712625551629328,0.05703421994240063,0
3443,1948,43309,82,0.30239230322512534,0.04505013915864806,0.03389903897217198,0
2466,1969,29912,90,0.43719277634598724,0.01895328454043681,0.11743628948902757,0
2793,2114,49695,86,0.050935073549791154,0.08790028107733715,0.2430529959414433,0
2795,1761,5282,73,0.17785520708119495,0.36592150979271976,0.15269004756981236,0
2168,1590,35809,62,0.422015266476989,0.3587051701988459,0.18410470473406476,0
3705,2336,40300,82,0.3210256135197873,0.24874509504403527,0.0366481035003106,0
2324,2257,40082,66,0.39383328926227584,0.18266887075061253,0.026770458830813793,0
2325,1688,13392,67,0.12931793255186363,0.14035017070218467,0.09188088306358029,0
2629,2120,49519,87,0.1400291949370318,0.14618026564644562,0.11504626302642429,0
2102,1583,41380,56,0.28686615234450824,0.3254040828669036,0.14326226499476957,0
2664,2297,32724,57,0.3126160630718494,0.20907019800702692,0.2862795341808705,0
3987,2177,33890,74,0.34760823602502994,0.23600073438888314,0.274750269146175,0
3784,1611,31100,54,0.4711691698213203,0.08205545634696088,0.1996801099368753,0
2898,2255,26384,53,0.4876485956334397,0.08084361216402103,0.23468396167319483,0
2523,1961,15129,81,0.03595540874341102,0.13500939167146184,0.009273644112232382,0
2684,2067,12780,52,0.039764274890200735,0.38763308826451476,0.24837145808285876,0
2644,1506,23940,54,0.2607669634057192,0.35524626342762655,0.23377942920397726,0
2930,2039,6516,55,0.2406388902426035,0.3254186262917916,0.2856423697531702,0
3671,2175,19832,50,0.2634088738108715,0.39982471167757677,0.13593067309265233,0
2242,1569,30509,91,0.05961070186529838,0.18413898035528464,0.1528052765890912,0
2226,1846,34208,71,0.3817604278639181,0.29144334197983984,0.16378153220647915,0
2360,1725,11823,94,0.20908965372503518,0.34543801670324736,0.20930009141298442,0
2292,2068,37025,70,0.13332033944856725,0.18419908381404496,0.18968407819240726,0
2978,1647,15599,85,0.4640982151704902,0.04816845010385822,0.23812144449804523,0
2268,1503,28441,95,0.2728655433898683,0.3885634721423205,0.15275207110532105,0
2800,2425,5100,72,0.41107251116394267,0.3319471772391886,0.022657852801687882,0
3905,1890,33310,53,0.42938142815876235,0.07852403777390289,0.0028846026917363266,0
2092,2258,43758,64,0.020434333051704057,0.2238981182877743,0.20625261076767584,0
2129,1842,37343,95,0.14333190088392767,0.048495809606776956,0.16237278551929454,0
2531,2481,13469,54,0.4810600504590118,0.16745708753645966,0.04133843800003534,0
3623,2486,21316,76,0.05334823381519549,0.31238878651604285,0.27457543406554286,0
2975,1729,41232,85,0.3495726357017524,0.12014342753617102,0.08130046440610011,0
2115,2401,43060,63,0.23936415451294762,0.07922962946467332,0.10555265692408757,0
